age,annual_income,avg_order_value,customer_id,last_purchase_days,purchase_frequency,spending_score,recency,frequency,monetary,rfm_score,income_to_order_ratio,purchase_intensity,engagement_index,age_group,income_group
-1.4753199780579478,-0.999987514124646,-0.7760871792605019,CUST_001,0.6020569071042838,-0.982979473489213,-1.1556863745606527,0.6020569071042838,-0.982979473489213,-0.7760871792605019,44.05,-4.4659680978609035,-0.9830777800397583,0.011360159839842877,,
-0.43391764060527876,-0.39928830069287985,-0.13317472306837014,CUST_002,-0.5190918956969895,-0.11198500330889771,0.3664371431533777,-0.5190918956969895,-0.11198500330889771,-0.13317472306837014,50.050000000000004,-0.46063296874114273,-0.11198947491761126,-0.0004103546468853403,,
0.49177332601931595,0.7667748783217251,0.9689609161181414,CUST_003,-0.967551416817499,0.7590094668714175,1.268436264761692,-0.967551416817499,0.7590094668714175,0.9689609161181414,60.20000000000001,0.38943123352262476,0.7589512723944631,0.00962755133077144,18-25,Low
-1.128185865573725,-1.247334249067138,-1.3271549988537577,CUST_004,2.2501456472221557,-1.3562628178522051,-1.7194358255658493,2.2501456472221557,-1.3562628178522051,-1.3271549988537577,38.87500000000001,3.812670610069791,-1.3564320102624983,0.023320068778979713,,
1.533175663471985,2.0035085530341847,1.3363394625136453,CUST_005,0.1535973859837745,0.2612983410540945,-0.028187472550259822,0.1535973859837745,0.2612983410540945,1.3363394625136453,73.50000000000001,0.8575417165100782,0.26124600019451094,-7.365339815890718e-05,18-25,Low
-0.5496290114333531,-0.5406292920885896,-0.59239790606275,CUST_006,-0.1603242788005821,-0.48526834767189,-0.4228120882538974,-0.1603242788005821,-0.48526834767189,-0.59239790606275,44.95,-1.3263653453454018,-0.48529458411863663,0.002051773234426701,,
0.838907438503539,0.4134223998324508,0.41789309652488565,CUST_007,-1.0572433210416008,1.1322928112344097,0.9301865941585742,-1.0572433210416008,1.1322928112344097,0.41789309652488565,56.800000000000004,0.29157515531016254,1.1322460016484897,0.01053243593672373,18-25,Low
-1.0124744947456505,-1.1059932576714284,-1.0516210890571298,CUST_008,1.274746188785048,-1.1074072549435436,-1.3248112098622118,1.274746188785048,-1.1074072549435436,-1.0516210890571298,39.75,21.425221316958456,-1.1075297469868275,0.014671055452319469,,
0.028927842707018585,0.1660756648899589,0.14235918672825773,CUST_009,-0.4293999914728877,0.01244277814543303,0.5355619784549367,-0.4293999914728877,0.01244277814543303,0.14235918672825773,55.05,0.14537955033705582,0.012442571504599475,6.663878881043961e-05,18-25,Low
1.6488870343000595,1.1201273568109993,1.703718008909149,CUST_010,-1.1917811773777536,1.7544317185060634,1.4939360451637707,-1.1917811773777536,1.7544317185060634,1.703718008909149,65.3,0.4142914879140556,1.7542352218198394,0.026210087830548262,18-25,Low
-0.7810517530895018,-0.7879760270310815,-0.8679318158593778,CUST_011,0.3778271465440292,-0.7341239105805515,-0.5919369235554562,0.3778271465440292,-0.7341239105805515,-0.8679318158593778,43.150000000000006,-5.966433415879094,-0.7341817623433725,0.004345550491375525,,
0.7231960676754646,0.8727806218685074,0.6934270063215136,CUST_012,-0.7433216562572443,0.5101539039627561,0.7046868137564956,-0.7433216562572443,0.5101539039627561,0.6934270063215136,60.150000000000006,0.515393116213715,0.510109382604339,0.003594987291089518,18-25,Low
-1.243897236401799,-1.318004744764993,-1.4189996354526335,CUST_013,2.2501456472221557,-1.480690599306536,-1.5503109902642902,2.2501456472221557,-1.480690599306536,-1.4189996354526335,35.525,3.145598786359777,-1.480885780755085,0.02295530909285941,,
-0.2024948989491301,-0.29328255714609763,-0.31686399626612205,CUST_014,-0.29486213513673487,-0.23641278476322847,0.14093736275129912,-0.29486213513673487,-0.23641278476322847,-0.31686399626612205,50.0,-0.42931796237217296,-0.23641971854118982,-0.0003331939440521993,,
1.3017529218158364,1.4734798353002736,1.2444948259147692,CUST_015,-0.8778595125933971,1.505576155597402,1.0993114294601332,-0.8778595125933971,1.505576155597402,1.2444948259147692,66.85000000000001,0.6564861804480838,1.5053543446702167,0.01655097075770872,18-25,Low
-0.8967631239175762,-0.8939817705778638,-0.9597764524582538,CUST_016,0.8262866676645386,-0.8585516920348822,-0.9865615392590938,0.8262866676645386,-0.8585516920348822,-0.9597764524582538,43.10000000000001,-22.22533379608154,-0.8586284518532479,0.008470140788274329,,
0.3760619551912416,0.30741665628566855,0.32604845992600967,CUST_017,-0.6087837999210914,0.38572612250842525,0.8174367039575349,-0.6087837999210914,0.38572612250842525,0.32604845992600967,56.75,0.23182912659377597,0.3857142650094621,0.0031530669021360746,18-25,Low
-0.31820626977720445,-0.5052940442396622,-0.500553269463874,CUST_018,-0.0706323745764802,-0.3608405662175592,-0.19731230785181877,-0.0706323745764802,-0.3608405662175592,-0.500553269463874,49.95,-1.01170758230264,-0.36085880019781436,0.0007119828488694364,,
1.7645984051281336,1.6501560745449106,1.887407282106901,CUST_019,-1.1020892731536518,2.003287281414725,1.3811861549627313,-1.1020892731536518,2.003287281414725,1.887407282106901,70.30000000000001,0.57150097416836,2.002956762287891,0.02766912657502947,18-25,Low
-0.6653403822614274,-0.6819702834842992,-0.7760871792605019,CUST_020,0.2881352423199273,-0.6096961291262207,-0.7610617588570152,0.2881352423199273,-0.6096961291262207,-0.7760871792605019,45.699999999999996,-3.0456955579051392,-0.609737711426212,0.004640164084011154,,
