customer_id,age,annual_income,spending_score,purchase_frequency,avg_order_value,last_purchase_days,preferred_category,engagement_level
CUST_00001,40,57704,77,1,29,31,Toys,Medium
CUST_00002,33,94344,68,8,40,9,Electronics,High
CUST_00003,42,18046,51,3,39,1,Electronics,Medium
CUST_00004,53,48121,37,1,99,100,Toys,Medium
CUST_00005,32,26230,63,1,302,8,Home & Garden,High
CUST_00006,32,28465,57,2,429,33,Clothing,High
CUST_00007,53,27005,67,7,140,36,Clothing,Medium
CUST_00008,44,23576,62,6,127,28,Clothing,Medium
CUST_00009,29,37207,70,7,25,11,Toys,High
CUST_00010,41,23969,39,3,61,9,Electronics,High
CUST_00011,29,41573,76,2,51,27,Toys,High
CUST_00012,29,35414,53,1,58,60,Toys,Medium
CUST_00013,37,32225,91,1,80,87,Books,Low
CUST_00014,18,23068,36,2,64,3,Electronics,Medium
CUST_00015,18,27217,84,1,22,5,Books,High
CUST_00016,28,52981,53,1,151,86,Sports,Medium
CUST_00017,22,46651,36,4,42,40,Electronics,Medium
CUST_00018,38,22275,40,6,106,64,Electronics,High
CUST_00019,24,38164,43,32,384,6,Electronics,Medium
CUST_00020,18,52875,58,13,47,26,Clothing,High
CUST_00021,52,15761,60,5,15,36,Clothing,Medium
CUST_00022,32,47652,38,2,73,34,Books,Medium
CUST_00023,35,26073,49,5,194,15,Books,Medium
CUST_00024,18,48305,92,7,354,1,Electronics,High
CUST_00025,28,24794,84,1,38,26,Books,Low
CUST_00026,36,15000,58,2,127,8,Clothing,Low
CUST_00027,21,16094,50,9,64,17,Toys,High
CUST_00028,39,37199,52,2,83,94,Toys,Low
CUST_00029,27,41351,62,4,573,15,Toys,Medium
CUST_00030,31,23105,29,4,31,54,Books,Medium
CUST_00031,27,49975,44,1,107,6,Sports,Medium
CUST_00032,57,15823,16,2,124,33,Clothing,Medium
CUST_00033,34,35135,57,2,192,113,Sports,Low
CUST_00034,22,19820,62,1,96,3,Books,Medium
CUST_00035,44,26214,40,1,111,1,Home & Garden,Medium
CUST_00036,20,37186,81,8,68,17,Electronics,Medium
CUST_00037,37,23618,25,1,108,2,Clothing,Low
CUST_00038,18,29963,20,3,70,41,Toys,Medium
CUST_00039,19,60062,54,1,139,73,Sports,Low
CUST_00040,37,27215,70,14,69,17,Home & Garden,Low
CUST_00041,43,55151,83,1,117,8,Home & Garden,Low
CUST_00042,37,20643,40,2,88,17,Clothing,Low
CUST_00043,33,47330,71,10,197,38,Clothing,High
CUST_00044,31,74666,49,9,86,1,Home & Garden,Low
CUST_00045,18,15000,46,1,26,26,Electronics,High
CUST_00046,26,24380,67,8,217,28,Electronics,High
CUST_00047,29,48462,63,3,47,30,Sports,Medium
CUST_00048,47,32809,18,3,56,8,Electronics,Low
CUST_00049,39,43720,79,1,59,37,Home & Garden,Medium
CUST_00050,18,26849,77,1,235,2,Home & Garden,High
CUST_00051,38,37922,37,6,20,6,Books,Medium
CUST_00052,30,33595,57,3,809,62,Home & Garden,Low
CUST_00053,26,65113,59,2,188,40,Electronics,Medium
CUST_00054,42,41241,55,6,105,1,Toys,High
CUST_00055,47,42993,38,7,86,8,Sports,High
CUST_00056,46,29556,36,1,109,7,Books,Low
CUST_00057,24,28458,49,4,129,9,Electronics,Medium
CUST_00058,31,29252,73,1,141,8,Sports,Low
CUST_00059,38,44232,60,6,132,1,Electronics,Low
CUST_00060,46,29422,42,5,95,18,Books,High
CUST_00061,29,41977,65,15,78,39,Home & Garden,Low
CUST_00062,32,102508,1,1,80,27,Toys,Low
CUST_00063,21,56137,72,1,78,33,Books,Low
CUST_00064,20,30852,15,1,199,2,Home & Garden,High
CUST_00065,44,66211,42,1,136,90,Books,High
CUST_00066,51,29612,27,1,11,54,Clothing,Medium
CUST_00067,34,15000,24,11,142,49,Toys,High
CUST_00068,47,21937,73,1,103,51,Electronics,Low
CUST_00069,39,15000,40,1,88,80,Electronics,Medium
CUST_00070,27,30462,56,7,68,23,Toys,Medium
CUST_00071,39,36651,49,2,197,6,Clothing,Low
CUST_00072,53,83970,59,7,174,28,Home & Garden,Medium
CUST_00073,34,42764,51,1,52,40,Electronics,High
CUST_00074,53,32547,24,3,119,40,Clothing,Low
CUST_00075,18,54978,69,1,45,22,Electronics,Low
CUST_00076,44,15000,40,1,34,2,Sports,Low
CUST_00077,36,40855,18,11,58,13,Home & Garden,Low
CUST_00078,31,53392,41,1,164,76,Sports,High
CUST_00079,36,17338,80,3,175,26,Toys,Medium
CUST_00080,18,64336,67,2,128,23,Home & Garden,Medium
CUST_00081,32,43012,43,2,149,9,Clothing,High
CUST_00082,39,29506,43,11,129,13,Home & Garden,Low
CUST_00083,52,49830,43,1,57,67,Home & Garden,Medium
CUST_00084,28,113022,91,5,121,32,Clothing,Medium
CUST_00085,25,39772,57,16,157,46,Toys,Medium
CUST_00086,28,41114,58,4,152,18,Home & Garden,High
CUST_00087,45,28863,70,13,206,29,Toys,High
CUST_00088,38,23743,54,1,147,8,Toys,Medium
CUST_00089,28,55004,44,2,115,36,Toys,High
CUST_00090,41,23669,46,1,190,16,Electronics,Low
CUST_00091,36,37638,48,6,88,17,Books,Low
CUST_00092,46,28600,49,19,48,31,Toys,Low
CUST_00093,26,46142,64,1,80,82,Clothing,Medium
CUST_00094,31,42908,51,5,53,1,Books,Medium
CUST_00095,30,61008,64,1,56,52,Toys,Medium
CUST_00096,18,28141,48,4,81,10,Clothing,High
CUST_00097,38,31731,51,3,51,17,Clothing,Medium
CUST_00098,38,22261,10,17,72,1,Sports,Medium
CUST_00099,35,29081,68,4,23,10,Sports,Low
CUST_00100,32,43855,56,2,104,20,Home & Garden,Low
CUST_00101,18,53023,69,1,90,1,Toys,Medium
CUST_00102,29,22900,1,1,50,20,Toys,Medium
CUST_00103,30,56095,91,1,142,78,Books,High
CUST_00104,25,71526,47,1,173,3,Clothing,Low
CUST_00105,33,44654,72,9,29,43,Toys,Low
CUST_00106,39,92818,29,4,52,15,Home & Garden,Medium
CUST_00107,57,24664,62,3,52,31,Electronics,Low
CUST_00108,37,19490,28,1,46,9,Clothing,Low
CUST_00109,38,15000,37,9,160,5,Electronics,High
CUST_00110,34,76728,88,6,78,5,Home & Garden,Low
CUST_00111,18,50371,46,1,74,2,Sports,Medium
CUST_00112,34,35320,54,6,22,6,Home & Garden,Low
CUST_00113,35,41772,67,3,140,32,Electronics,Low
CUST_00114,64,20686,59,1,37,64,Clothing,Medium
CUST_00115,32,123361,53,3,93,50,Books,High
CUST_00116,38,38739,57,3,109,34,Toys,Medium
CUST_00117,34,38357,98,1,233,3,Home & Garden,High
CUST_00118,20,52202,48,14,36,10,Clothing,Low
CUST_00119,48,46189,54,9,10,11,Toys,High
CUST_00120,44,40617,71,5,102,8,Sports,Low
CUST_00121,44,24459,72,3,317,21,Sports,Medium
CUST_00122,24,45969,73,2,214,23,Toys,Medium
CUST_00123,51,93061,62,5,104,13,Sports,High
CUST_00124,18,71161,27,3,63,13,Clothing,Medium
CUST_00125,42,80546,82,1,158,52,Home & Garden,Low
CUST_00126,61,28124,27,3,45,46,Clothing,Low
CUST_00127,23,22141,56,8,125,11,Clothing,High
CUST_00128,28,34101,34,3,128,73,Toys,Medium
CUST_00129,36,37341,48,1,189,91,Books,High
CUST_00130,28,62761,56,7,621,11,Books,Low
CUST_00131,18,15580,56,1,118,13,Home & Garden,Medium
CUST_00132,35,78024,58,1,63,21,Toys,Low
CUST_00133,22,33556,82,1,88,84,Books,High
CUST_00134,40,29335,59,2,26,62,Sports,Medium
CUST_00135,23,21893,45,7,55,3,Books,High
CUST_00136,53,15876,69,3,67,14,Sports,Low
CUST_00137,25,54807,73,1,62,24,Home & Garden,Medium
CUST_00138,31,37671,25,10,100,20,Clothing,Medium
CUST_00139,44,19053,61,10,50,6,Clothing,Medium
CUST_00140,20,19005,64,10,197,58,Books,High
CUST_00141,37,30702,44,1,90,33,Sports,High
CUST_00142,50,83659,77,3,89,54,Electronics,High
CUST_00143,18,31894,46,20,71,58,Electronics,High
CUST_00144,37,17127,52,7,100,41,Electronics,Low
CUST_00145,38,32116,46,1,160,17,Clothing,Low
CUST_00146,44,31686,50,1,49,28,Toys,High
CUST_00147,20,15000,28,3,56,5,Clothing,Low
CUST_00148,19,35342,21,11,72,33,Toys,High
CUST_00149,41,32355,81,3,35,5,Sports,High
CUST_00150,38,51436,33,3,50,35,Books,Medium
CUST_00151,38,91535,30,1,64,7,Electronics,High
CUST_00152,39,63785,6,5,166,3,Sports,Medium
CUST_00153,26,31747,37,8,108,5,Sports,Medium
CUST_00154,37,20883,23,2,103,1,Books,Low
CUST_00155,38,131489,82,7,163,38,Sports,Medium
CUST_00156,26,37406,70,16,81,39,Books,Low
CUST_00157,57,36569,36,1,118,21,Home & Garden,Medium
CUST_00158,40,35880,95,3,83,5,Books,High
CUST_00159,20,40096,69,1,108,2,Electronics,High
CUST_00160,42,33786,43,7,59,1,Toys,Low
CUST_00161,23,27259,1,4,16,5,Toys,Medium
CUST_00162,44,27627,95,5,81,66,Electronics,High
CUST_00163,48,35725,22,7,243,8,Toys,Low
CUST_00164,25,27675,17,2,172,13,Books,Low
CUST_00165,46,25427,70,12,176,3,Home & Garden,Low
CUST_00166,39,38300,98,3,213,7,Toys,Medium
CUST_00167,44,31968,77,1,95,21,Home & Garden,Low
CUST_00168,57,77033,61,5,103,28,Electronics,High
CUST_00169,32,15000,61,7,58,8,Home & Garden,Medium
CUST_00170,25,62677,67,1,72,1,Sports,Medium
CUST_00171,24,67713,65,9,138,14,Clothing,Low
CUST_00172,25,15000,55,11,209,8,Sports,Medium
CUST_00173,34,30596,52,1,81,7,Electronics,Medium
CUST_00174,39,30160,48,20,65,96,Toys,High
CUST_00175,38,17966,34,1,90,28,Toys,High
CUST_00176,44,24614,44,1,137,24,Home & Garden,Medium
CUST_00177,35,20841,16,1,32,16,Books,High
CUST_00178,52,87215,48,11,18,16,Clothing,High
CUST_00179,31,57979,30,5,61,23,Books,High
CUST_00180,67,68581,27,1,38,35,Electronics,Low
CUST_00181,42,52095,53,2,63,36,Toys,Low
CUST_00182,24,20650,77,4,81,5,Home & Garden,Low
CUST_00183,22,27937,68,1,65,20,Toys,Medium
CUST_00184,40,46382,18,10,248,15,Books,Medium
CUST_00185,32,19711,30,8,113,61,Books,Medium
CUST_00186,43,51870,68,3,111,29,Clothing,High
CUST_00187,40,32203,30,17,139,22,Clothing,High
CUST_00188,34,30109,45,2,40,3,Home & Garden,High
CUST_00189,24,51817,61,20,186,27,Clothing,Medium
CUST_00190,18,45348,30,5,85,3,Books,Medium
CUST_00191,29,30318,52,5,143,12,Books,Low
CUST_00192,45,64839,23,1,42,4,Electronics,Low
CUST_00193,37,21151,37,10,30,35,Books,Low
CUST_00194,20,49412,56,2,159,6,Home & Garden,Medium
CUST_00195,37,48852,18,1,117,14,Sports,Medium
CUST_00196,39,31108,58,1,47,67,Electronics,High
CUST_00197,24,42747,49,4,48,6,Electronics,Low
CUST_00198,36,19427,61,3,197,21,Home & Garden,High
CUST_00199,35,57642,54,6,39,16,Home & Garden,Medium
CUST_00200,21,33108,77,11,284,1,Clothing,Low
CUST_00201,39,27963,52,1,47,47,Electronics,Medium
CUST_00202,41,61359,41,6,140,2,Clothing,Low
CUST_00203,47,25535,52,1,71,19,Books,Medium
CUST_00204,47,17957,60,9,137,24,Electronics,Medium
CUST_00205,18,16675,50,8,61,29,Electronics,Low
CUST_00206,23,49168,50,3,80,35,Toys,Low
CUST_00207,41,19144,35,6,92,8,Sports,Medium
CUST_00208,41,87325,36,1,44,1,Electronics,High
CUST_00209,41,15000,21,3,151,38,Books,Medium
CUST_00210,75,84815,84,8,62,23,Clothing,High
CUST_00211,41,40356,25,3,76,54,Clothing,Medium
CUST_00212,48,34601,36,2,44,51,Toys,High
CUST_00213,46,27654,35,3,14,55,Sports,High
CUST_00214,42,44336,67,8,78,19,Books,Medium
CUST_00215,31,35638,44,2,487,12,Clothing,Medium
CUST_00216,44,63047,74,1,155,47,Home & Garden,High
CUST_00217,25,38449,36,6,88,18,Books,Medium
CUST_00218,32,39149,55,8,74,6,Books,Medium
CUST_00219,29,30278,33,1,91,57,Sports,Low
CUST_00220,35,35296,92,1,132,64,Clothing,High
CUST_00221,62,42357,26,1,39,18,Books,High
CUST_00222,18,15443,56,2,196,2,Toys,Low
CUST_00223,43,18507,62,2,148,14,Toys,Medium
CUST_00224,18,52661,58,6,148,48,Clothing,Medium
CUST_00225,29,39554,46,5,122,69,Toys,Low
CUST_00226,48,33123,47,4,91,6,Home & Garden,High
CUST_00227,35,36651,50,2,144,2,Sports,Low
CUST_00228,22,43208,47,9,136,62,Toys,Low
CUST_00229,26,27725,69,3,70,14,Toys,Medium
CUST_00230,43,24608,94,19,60,23,Home & Garden,High
CUST_00231,26,40051,38,5,96,103,Sports,Low
CUST_00232,37,22265,22,1,266,2,Books,Medium
CUST_00233,35,44539,48,5,37,31,Sports,Medium
CUST_00234,27,15501,100,1,32,2,Electronics,Low
CUST_00235,60,60753,33,5,101,14,Clothing,Low
CUST_00236,42,45995,82,1,93,48,Clothing,Medium
CUST_00237,18,41275,83,1,101,17,Electronics,Low
CUST_00238,37,59358,38,9,106,176,Home & Garden,High
CUST_00239,27,83511,61,1,76,24,Electronics,High
CUST_00240,45,60305,82,9,255,11,Books,High
CUST_00241,25,15000,42,1,29,7,Books,Low
CUST_00242,33,19152,45,5,50,12,Clothing,High
CUST_00243,41,26571,38,5,83,13,Books,Medium
CUST_00244,45,36792,29,3,28,2,Clothing,Medium
CUST_00245,20,47043,37,1,79,13,Electronics,Low
CUST_00246,30,25263,25,1,288,18,Electronics,Low
CUST_00247,29,39870,50,1,91,38,Toys,Medium
CUST_00248,27,24892,34,1,105,32,Toys,Medium
CUST_00249,56,26748,54,5,37,37,Electronics,Low
CUST_00250,39,17973,18,13,58,1,Clothing,Medium
CUST_00251,19,22888,56,10,69,7,Electronics,Low
CUST_00252,46,18474,66,7,72,32,Electronics,Medium
CUST_00253,60,22293,10,7,220,19,Home & Garden,Medium
CUST_00254,47,61501,57,5,133,1,Electronics,High
CUST_00255,18,22590,74,1,41,48,Books,High
CUST_00256,29,135427,25,11,106,44,Clothing,Medium
CUST_00257,50,46474,83,5,127,23,Home & Garden,Medium
CUST_00258,26,39831,58,4,199,2,Toys,Medium
CUST_00259,40,23642,35,1,272,43,Sports,High
